,video_id,comments
74,YOQmn0kMVz0,"['Hahahah', 'Bro', 'wow', 'He had a challenge that if he would say whole Mr Beast lore in 60seconds he would get 10mil😂😂😂', 'Now it’s $12 under!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'Meaning it was $281 under, which now is nothing!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'The closest one was at $9,999,719!!!!!!!!!!!!!!!!!!!!!', 'YOU WIN A 10.000.000$!!!!', 'They play fortnite?', 'Just but the moon']"
75,_Oegfdw2Ucs,"['Holy crap', 'bro', 'Ummm... This is insane lol', 'Imagine having a food fight with them😂', 'Bro, please help me 🙏🙏🙏🙏', '😂😂😂', 'omg', '\U0001fae4', 'Now we know why he held and bit the way he did.', 'halo mr.beasst i.m subscreb you..']"
76,CC5lNpxVC64,"['Respect to chandler for losing 10 grands', 'B', 'it should have been candler', 'No hablo ni escribo en inglés\nOjalá lo puedas traducir \nTe admiro y me gustan mucho tus videos', '39', 'Chandler kenapa kamu sering kalah😢😢😂😂, jimmy saya juga mau dong😅😅😂', ""Being a camera man for years and here's your prize"", 'WoW', 'Salamalaykum Tareq!', 'Hey']"
77,gMjpG-vQkpQ,[]
78,bKqVcHWhO4Q,"['new main channel video this week :)', 'The manager said 3-4k and it was 3.5k! He knew what he was doing!', 'Waaaaaattttt', 'Infine money glitch', 'Good for you brodie 🔥', 'Where did my comment go', '37', 'Sooo sapnap Is still there??', 'My sister is getting your mearch for Christmas', 'Come to Canada']"
79,Dgu_j0vV0rk,"['It was so much fun to make!! I’m glad you liked it!', 'So kind bro sub', '❤❤❤❤❤❤❤❤❤❤', 'This is so good 😊😊❤❤', 'He’s one of my favorite YouTubers.', 'When are you coming to Ghana 🇬🇭', 'Eimear ❤😅Alex ❤\n😅😅', 'Plz give one iphone plz', 'Puedes visitar  colom', 'Mr beast the best o maior do mundo']"
80,s-MsZo02dos,"['I lied', 'Is was 5 sec 😂', 'mfs that counted', 'What hahahah', 'Most useless but funny vids', 'no u didnt', 'Fax', '2 sec', 'Cost: 0.00 dollar', ""It's actually two seconds""]"
81,BIWzS_-WaPg,"['how many could you eat?', 'bro they halal tho?', '100$ convert that to our currency 5k', ""Isn't American nuggets haram😮"", 'Were the chicken nuggets halAl?', ""lütfen mcdonals cola ve burgerking'in yemekleriniden satın almayınız flistinli çocuklara ölüm olarak gitmektedir saygı duyduğunuz için teşekürler.😊"", 'Tareq', 'DO ME CHALLENGE', 'Tareq is the Chad 🗿🗿', 'The best cameraman']"
82,YL1mCanx2lY,"['um you should submit this for us to give you an official record what do u think?', 'The way chis fell😂😂😂', 'Bro got rickrolled', 'Puuuuuuuuuuuuuuuuuüuuuuuuuuuuuuuuuuuuuuuuuuuuuuuush!!!!!!!!!!!!!!!!)', '🅃🄷🄰🄽🄺🅂 🅈🄾🅄 ᴍʀ.ʙᴇᴀsᴛ', 'LOLLLL', 'OH MY GOD', '""Mhm.. ok""\nFamous last words', 'Ha ha ha ha ha ha ha ha ha, ha ha😂😂😂', 'How long did it take to make that']"
83,na3i6hcUo94,"['thank you all for the support i’m so grateful ❤️', '🎉🎉🎉🎉🎉🎉', 'Congratulations And More Blessings to you, a fan from nigeria', 'Mi sucribe🎉🎉🎉🎉', '@MrBeast2 como hago para tener eso', 'Worlds Richiest man', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'All y either ruby', 'Wow alot awards', ':00']"
84,1CTyGnUh5Qg,"['Subscribe or this will happen to you', 'Lol', 'MR BEASSSSTTTTTTTT!!!!!!!!!!!!', 'Wow', ""He didn't a dollar from this he got 100+ dollars from this short lol"", '*THIS CONTENT IS AGE REGISTERED*', '😂', 'We want a remake', 'If this was recorded today then it would get demonetized for nudity', ""Where's that man""]"
85,GDURQl8owKI,"['how many likes can this comment get?', ""❤❤❤ ca a l'air trop bon 🤩💴💸🤤"", 'Bro ate the golden cookie from cookie clicker', '30', 'Ee', '👍 👍 👍 👍 ok', 'Будешь какать золотом', 'Jimmy can make anything happen', 'This is epic', '❤❤❤']"
86,LIu-ZIbp3jc,"['1 Like = 1 Cookie', '31 jımmy', ""I'll subscribe if you give me apple products for free"", 'XD', 'AYO WAT THE FU...', 'Brotheragem', '🛏', 'Ayo naked he', 'Best Mr beast yet lolol', 'Dudes having fun']"
87,e5nlD2LfGd0,"['""it just tastes like water"" - Chandler 2021', 'That was sadly the last time mr beast could say “all the boys” 😔', 'Es el agua más cara del mundo', 'This is informed water😂', 'A $600 water in $0,1 cups', '👍👍👍', 'Water is water ever and forever....', 'water is water', '❤🎉😂😅😊😮', '😍😍😍😍🥰🥰🥰']"
88,P4IPJI_j6L4,"['SUBSCRIBE if you would make the shot', '🐸', 'We have to give him another chance Jimmy he will succeed 🎉🎉', '3 ball 3 x', ""Jimmy please come to Kyrgyzstan it's very beautiful here please"", 'Снимок чего??', 'Bro imagine if he made it at the 4th shot', '❤❤MrBeast🇧🇩', 'Yeah', '27']"
89,3cxtvDEziXU,"['I dont get it, what am I supposed to do exactly?', 'Pewdiepie are svensk eller', 'Is', '❤', 'Is messi the goat yes or no', 'Pew die pie😂\n🎉', 'Iioo', 'Hai', 'Jsj\n😊', 'People in 2024']"
90,LexiKXhmu54,"['Subscribe to MrBeast Shorts & Dream!', 'Bruh so many youtubers commented lol', 'Cool', 'Abi Paramı Ver 25 bin Dolarımı Aldın 👺👹', ':22', 'Hola mister beast cuántos suscriptores tienes', '😳😳🤣🤣😳😳', 'Do it to turnner', 'Such a good idea 💡 🤣🤣', 'আমি বাংলাদেশ থেকে বলচি,, 😊😊']"
91,Mblr3BDxEF0,"['Subscribe to MrBeast Shorts!', '❤💯🔥', 'Please support palestine', '👍👍👍👍🥰', 'Hola quisiera que me ayuden😢', ""I'm the bigest fan ever"", '😊😊', '😢', 'La sorpresa es un sueño', 'N.             .']"
92,UEJ3AFUZcdU,"['SUBSCRIBE this was expensive lol', 'Total please??', 'What did you do with it all?', 'Haahhahaha❤', '23', 'Please help', 'Día #4 pidiéndole 10 millones de pesos a Mr Beast para poder terminar mi carrera universitaria.', 'Now give it to random children.', 'Man NPCs getting whacked. 😅', 'How is that possible?😅']"
93,zO3z9_OfBNw,"['How much money would you make?', 'Why is nik nocturnal doing push ups', 'David goggins', 'Come to Canada.....', 'Jimmy let me make 0 dollar', 'Dang that’s a lot of', 'Nami looking at Zoro from one piece:😈', 'That’s a 2018 CBR650R', '22', 'id make a good 800 and then quit']"
94,5hdTdHuZyPY,"['😂 i love you funny😂', '20', '😅😅😅😅😅😅😅😂😂😂😂', 'hahahahahahahahaha😂', ""I'm subscribe"", ""Karl's yee-haw : _I'm about to end this man's whole career_"", 'Meu deus😂😂😂😂😂', 'What the 😳', 'It’s to oveis', '❤']"
95,fLIvOO-_Gkc,"['Ya cool. ❤', '💔❤️\u200d🔥❤️\u200d🩹❤😭', '❤❤️\u200d🔥💔❤️\u200d🩹', '19', 'Ow', '!?????', '😂😂😂😂😂😂 I almost pooped myself😂😂😂😂😂😂😂', ':(', 'How  dare you it hert', 'Ow 🤕']"
96,qNEago8XQoY,"['I’m from the future oooooooo', 'Oh let me get you the arabian  sea ⛵🌊', 'give away money\n\n*warning a tsunami alert has been issued for your area*', 'True', '18', 'Bro flooded the whole house cause he giving away money', 'What the heck jimmy', 'ت', '😮', 'Give away money? sudden flood']"
97,I3-jhBCcQso,"['People who are seeing this in 2023\n👇', 'Hmm chicken is already!', 'Have a chicken\n\nJimmy: almost dies', 'ALRIGHT HAVE A CHICKEN', 'Now that’s a dumpster fire.', 'jimmy que no a las español', 'happy diwali', 'Alright. HAVE A CHICKEN!', '😱😱😱😱\U0001fae2😶\u200d🌫️😱😱😱😱😱', 'HAVE A CHICKEN\n-mrbeast6000']"
98,L4bUyTyK46I,"['😂😂😂😂😂😂😂😂', '16', '😂😂😂', 'HA', 'Oh wow life’s forever changed thanks Jimmy 😬 dad jokes dadding', 'The smile😂❤', 'hilarious!', '🤑🐯👗👑\nAileene', '👬👬', 'Your dressing is so much cute❤❤❤❤']"
99,I_9N3YaMT-o,"['😂😂😂😂', '*cazually closes car door on womans face*', 'Finds a bomb in the car', 'When’s my turn 🖐👍', '👍✊💸', 'The car that came is actually my favorite car', '❤❤❤', 'Mr beast the best o maior do mundo', 'Help me', 'FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE Palestine FREE PALESTINE FREE PALESTINE FREE PALESTINE FREE PALESTINE']"
100,TVWcqjScBow,"['Reminded me of Malcom in the middle', 'Why did you do that to Chandler', 'Hey😊', 'Leyend says he still stuck to this day', 'He was a fairy~', '😅', 'So funny😅😅😅😅😅😅', '🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'The first man to float', '🕸']"
101,hG8lvpNx8Oc,"['This guy and 10 grands \n5&6', 'Help me bro 🙏🙏🙏🙏', '🥳🥳🥳🥳🥳🥳🎉🎉🎉🎉🎉🎉', '😅', 'Quiero una play 4 😢', '❤❤❤', '13', 'Brazil', 'Mr Beast', ""Who's that last guy""]"
102,Dx0Da_Y2fBg,"['ченглер😂', 'Lmao', 'Lmao 🤣', 'Mr. Beast is a professional', 'Aammoimaseimako❤❤', 'No 😅', 'wow!', 'Mr beast in your back!!', '❤❤❤❤❤', 'que']"
103,pVQRb9WmtME,"['😂', '😂😂😂😂😂', 'Bruh the shortest member', 'And r u praying', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'AAAHHH BANANACACAOCO', 'Is that the playground?😂', 'Bruh', 'Lmfoa, 🤣🤣🤣🤣🤣🤣🤣🤣', 'Haha']"
104,8Vw38cG0kHI,"[""Told him now he's in jail"", 'free Palestine', 'جيميل هلاك الولد هلاك هلاك هلاك خرب من الاردن خلف من الاردن الفلسطينيين فلسطين عمك ص خاتم من فلسطين غزه غزه غزه غزه غزه غزه غزه غزه غزه❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069\u2066🇵🇸\u2069', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'My mom: Wheres your little brother?', 'este es tu ejemplo para los minis baurias? mrbauria.', 'When the boys were boys🗣', 'why does chandler have a kippah/yamakah', '❤', '😝😝😝😝🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏']"
105,bmKI7hBhny8,"['❤❤❤❤❤❤', 'plz send me 1cr', '😢', 'Anrai47', '❤❤❤❤', 'Help me 🙏❤️', 'Ben a Perú', 'When you have money you have to think. That some people canot have money  you can help him also ........😊', 'Help me.', 'Can you please give me some money']"
106,TEF49hVvDy4,"['❤❤', '10', '$1,000,000', 'Name all the characters that are in this short.', 'hershes are better', '10', 'Iam', '8', '10', '10']"
107,Gcvaa289etA,"['Hello', 'What?', 'OUCH!', 'Sponsered needs an oscar', 'Bro cares about his shirt more then his body\nY😂', 'Did y’all see Bowser from Sml in the background', '😍🛫🛫🎥🎧📞📟⛓️🪛🔨🦯❤️🧡💛💚💙💜🤎🤎🖤🖤🖤', '🙂😂', 'Здесь крис не девушка маладец', '😂']"
108,WS979NH49Kc,"['😢', 'You blinked 😂', 'he blinked', 'Just wanna say if you have a question of somebody😍😘😘😘😘😘🥰🥰🥰😍😍😍😐🤔🤔🤔😐🤔🤔🤔🧐🧐🧐🧐💋💋💋💋💋💋💋💋💋💋💋💋', 'Ha winer', 'Bru', 'He was blinked😂😂😂❤🎉🎉', '7000000000000000t Audi vites much money', '😂', '❤𝘏𝘦𝘭𝘭𝘰']"
109,wdznN3-h_5Y,"['Subscribe for more shorts!', 'Wow ❤❤', ""Free Free Free Palestine insyaallah Allahhuakhbar Allahuakbar Allahuakbar Allahumma sholli ala Sayyidina Muhammad wa'ala alisaidina Muhamad Allahumma sholli ala Sayyidina Muhammad wa'ala alisaidina Muhamad Allahumma sholli ala Sayyidina Muhammad wa'ala alisaidina Muhamad Free Free aminnnnn Aminnnnn free Palestine 🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾💚💚💚💚💚💚💚💚💚💚💚💚💚🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸"", '٤٠ الف دولار تحترق في الهواء في أقل من دقيقة 😢', 'the light though', 'Beastenheimer', '👍👍👍wow👍👍👍💕💕', 'That was 8000 Hamburger 🎉 You burn it all!', 'Mr.beast is responsible for climate change 🥸', 'Ok sir']"
110,h-EL3eeSZeU,"['❤❤❤❤❤❤❤❤❤❤❤❤', 'Chandler es como yo xd Con comida se alegra el día 😂 ❤', '❤❤👋👍', 'In his heart of hearts you could tell cheese balls were everything he ever wanted all along 😂', 'ꂵꌚꋖꌅꋰꈼꁲꋊ ❤❤❤❤❤❤', 'Cool', 'Chandler no please😢', 'This is so nostalgic.💔😭❤️\u200d🩹', 'Why is this nostalgic', 'How realistic']"
111,RBB9GSMkLHc,"['ez win now subscribe', 'Tie😅', 'Draw', 'Tie', 'Tieeeee', ""You it didn't win it was tie"", 'tie', 'Omg how', 'It was a tie', 'Tie']"
112,xdmuHe_ZDIw,"['❤❤', '🥳👌', '✌️👌👌😱😱🤗', 'ЧЛЕН ПИСЯ КАКА', 'Whoppers are my fav candy 😋', 'ههههههه هههههه ههههه ❤️❤️❤️❤️❤️❤️❤️❤️', 'WoW))', 'Hey', 'He threw a lot of candy down there', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😮😂😂😂']"
113,fZDUxJ-7Y4A,"['Corruption is the answer lol the way America was built', 'imagine if that link was a rickroll', 'Wow tanta plata 😿 y Perú hasta las patas', '👌👌👌', '👏👏👏👏👏❤', 'Did this ever get solved?', 'a', 'a', 'Cookies from the Grand Canyon?', 'Buy me a iPhone  pls']"
